Question ID,Question Title,Difficulty Level,Similar Questions Text,Topic Tagged text
2012,Process Tasks Using Servers,Medium,Parallel Courses III,"Array,Heap (Priority Queue)"
2013,Minimum Skips to Arrive at Meeting On Time,Hard,"Minimum Speed to Arrive on Time,Minimum Time to Finish the Race","Array,Dynamic Programming"
2014,Orders With Maximum Quantity Above Average,Medium,"Nth Highest Salary,Department Highest Salary,Product Sales Analysis III,Project Employees III,Game Play Analysis III",Database
2015,Determine Whether Matrix Can Be Obtained By Rotation,Easy,Rotate Image,"Array,Matrix"
2016,Reduction Operations to Make the Array Elements Equal,Medium,"Merge Intervals,Sort the Jumbled Numbers,Arithmetic Subarrays,Minimum Moves to Equal Array Elements II,Wiggle Sort","Array,Sorting"
2017,Minimum Number of Flips to Make the Binary String Alternating,Medium,Minimum Operations to Make the Array Alternating,"String,Greedy"
2018,Minimum Space Wasted From Packaging,Hard,"Removing Minimum Number of Magic Beans,Plates Between Candles,Split Array with Equal Sum,Product of Array Except Self,Range Addition","Array,Binary Search,Sorting,Prefix Sum"
2019,Product of Two Run-Length Encoded Arrays,Medium,"Next Permutation,Remove Duplicates from Sorted Array II,Interval List Intersections,Rotate Array,3Sum","Array,Two Pointers"
2020,Remove One Element to Make the Array Strictly Increasing,Easy,"Missing Ranges,Summary Ranges,Max Consecutive Ones,Longest Continuous Increasing Subsequence,1-bit and 2-bit Characters",Array
2021,Remove All Occurrences of a Substring,Medium,"String to Integer (atoi),Count and Say,Validate IP Address,Shortest Word Distance III,Remove Comments",String
2022,Maximum Alternating Subsequence Sum,Medium,Maximum Alternating Subarray Sum,"Array,Dynamic Programming"
2023,Design Movie Rental System,Hard,"Finding MK Average,Stock Price Fluctuation ,Sequentially Ordinal Rank Tracker,Design Log Storage System,Exam Room","Array,Hash Table,Design,Heap (Priority Queue),Ordered Set"
2024,Calculate Special Bonus,Easy,"Combine Two Tables,Employee Bonus,Product Sales Analysis I,Product Sales Analysis II,Project Employees I",Database
2025,Redistribute Characters to Make All Strings Equal,Easy,"Ransom Note,Check if One String Swap Can Make Strings Equal,Check if All Characters Have Equal Number of Occurrences,Kth Distinct String in an Array,Count Common Words With One Occurrence","Hash Table,String,Counting"
2026,Merge Triplets to Form Target Triplet,Medium,"Gas Station,Increasing Triplet Subsequence,Maximize the Topmost Element After K Moves,Maximum Number of Consecutive Values You Can Make,Maximum Number of People That Can Be Caught in Tag","Array,Greedy"
2027,Maximum Number of Removable Characters,Medium,Maximum Candies Allocated to K Children,"Array,String,Binary Search"
2028,The Earliest and Latest Rounds Where Players Compete,Hard,"Remove Boxes,Climbing Stairs,N-th Tribonacci Number,Minimum One Bit Operations to Make Integers Zero,The Score of Students Solving Math Expression","Dynamic Programming,Memoization"
2029,Minimize Product Sum of Two Arrays,Medium,Choose Numbers From Two Arrays in Range,"Array,Greedy,Sorting"
2030,Group Employees of the Same Salary,Medium,"Nth Highest Salary,Department Highest Salary,Product Sales Analysis III,Project Employees III,Game Play Analysis III",Database
2031,Egg Drop With 2 Eggs and N Floors,Medium,Super Egg Drop,"Math,Dynamic Programming"
2032,Largest Odd Number in String,Easy,"Minimum Cost to Move Chips to The Same Position,Minimum Swaps to Make Strings Equal,Minimum Time to Type Word Using Special Typewriter,Minimum Number of Operations to Convert Time,Excel Sheet Column Title","Math,String,Greedy"
2033,The Number of Full Rounds You Have Played,Medium,"Number of Substrings With Only 1s,Number of Ways to Split a String,Count Number of Homogenous Substrings,Reverse Integer,Factorial Trailing Zeroes","Math,String"
2034,Minimum Absolute Difference Queries,Medium,"Maximum Size Subarray Sum Equals k,Find All Duplicates in an Array,4Sum II,Brick Wall,Count Good Meals","Array,Hash Table"
2035,Count Sub Islands,Medium,"Number of Islands,Number of Distinct Islands,Find All Groups of Farmland","Array,Depth-First Search,Breadth-First Search,Union Find,Matrix"
2036,Count Pairs in Two Arrays,Medium,"Max Value of Equation,Substrings That Begin and End With the Same Letter","Array,Binary Search,Sorting"
2037,Count Square Sum Triples,Easy,"Minimum Cost to Set Cooking Time,Count Good Triplets,Detect Pattern of Length M Repeated K or More Times,Count Special Quadruplets,Sum of k-Mirror Numbers","Math,Enumeration"
2038,Nearest Exit from Entrance in Maze,Medium,"Walls and Gates,Shortest Path to Get Food,Rotting Oranges,Shortest Distance from All Buildings,Shortest Path in a Grid with Obstacles Elimination","Array,Breadth-First Search,Matrix"
2039,Sum Game,Medium,"Stone Game IX,Guess Number Higher or Lower II,Stone Game,Stone Game II,Stone Game VII","Math,Greedy,Game Theory"
2040,Minimum Cost to Reach Destination in Time,Hard,"Maximum Path Quality of a Graph,Minimum Cost to Reach City With Discounts","Dynamic Programming,Graph"
2041,The Latest Login in 2020,Easy,"Combine Two Tables,Employee Bonus,Product Sales Analysis I,Product Sales Analysis II,Project Employees I",Database
2042,Maximum Product Difference Between Two Pairs,Easy,"Meeting Rooms,Third Maximum Number,Largest Number At Least Twice of Others,Minimum Absolute Difference,Can Make Arithmetic Progression From Sequence","Array,Sorting"
2043,Cyclically Rotating a Grid,Medium,"Spiral Matrix,Spiral Matrix II,Game of Life,Diagonal Traverse,Spiral Matrix III","Array,Matrix,Simulation"
2044,Number of Wonderful Substrings,Medium,"Can Make Palindrome from Substring,Contiguous Array,Subarray Sum Equals K,Subarray Sums Divisible by K,Make Sum Divisible by P","Hash Table,String,Bit Manipulation,Prefix Sum"
2045,Cutting Ribbons,Medium,"Capacity To Ship Packages Within D Days,Add Minimum Number of Rungs","Array,Binary Search"
2046,Page Recommendations II,Hard,"Page Recommendations,Strong Friendship",Database
2047,Find a Peak Element II,Medium,Find Peak Element,"Array,Binary Search,Divide and Conquer,Matrix"
2048,Build Array from Permutation,Easy,"Teemo Attacking,Robot Return to Origin,Sum of Digits of String After Convert,Divide a String Into Groups of Size k,Pour Water","Array,Simulation"
2049,Eliminate Maximum Number of Monsters,Medium,Minimum Health to Beat Game,"Array,Greedy,Sorting"
2050,Count Good Numbers,Medium,"Pow(x, n),Power of Three,Permutation Sequence,Maximize Number of Nice Divisors,Integer to English Words","Math,Recursion"
2051,Longest Common Subpath,Hard,"Reconstruct Itinerary,Maximum Length of Repeated Subarray","Array,Binary Search,Rolling Hash,Suffix Array,Hash Function"
2052,Depth of BST Given Insertion Order,Medium,"Delete Node in a BST,Inorder Successor in BST II,Insert into a Binary Search Tree,Search in a Binary Search Tree,Maximum Binary Tree II","Tree,Binary Search Tree,Binary Tree,Ordered Set"
2053,Check if All Characters Have Equal Number of Occurrences,Easy,Rings and Rods,"Hash Table,String,Counting"
2054,The Number of the Smallest Unoccupied Chair,Medium,"Finding MK Average,Find K Pairs with Smallest Sums,Process Tasks Using Servers,Remove Stones to Minimize the Total,Sequentially Ordinal Rank Tracker","Array,Heap (Priority Queue),Ordered Set"
2055,Describe the Painting,Medium,"Average Height of Buildings in Each Segment,Amount of New Area Painted Each Day","Array,Prefix Sum"
2057,Count Salary Categories,Medium,Create a Session Bar Chart,Database
2058,Concatenation of Array,Easy,"Missing Ranges,Summary Ranges,Max Consecutive Ones,Longest Continuous Increasing Subsequence,1-bit and 2-bit Characters",Array
2059,Unique Length-3 Palindromic Subsequences,Medium,"Contiguous Array,Subarray Sum Equals K,Subarray Sums Divisible by K,Make Sum Divisible by P,Intervals Between Identical Elements","Hash Table,String,Prefix Sum"
2060,Merge BSTs to Create Single BST,Hard,"Most Frequent Subtree Sum,Find Duplicate Subtrees,Count Complete Tree Nodes,Closest Binary Search Tree Value,Validate Binary Search Tree","Hash Table,Binary Search,Tree,Depth-First Search,Binary Tree"
2061,Painting a Grid With Three Different Colors,Hard,Number of Ways to Paint N × 3 Grid,Dynamic Programming
2062,Game of Nim,Medium,Subtree Removal Game with Fibonacci Tree,"Array,Math,Dynamic Programming,Bit Manipulation,Brainteaser,Game Theory"
2063,Leetcodify Friends Recommendations,Hard,"Leetcodify Similar Friends,Strong Friendship",Database
2064,Leetcodify Similar Friends,Hard,Leetcodify Friends Recommendations,Database
2066,Add Minimum Number of Rungs,Medium,Cutting Ribbons,"Array,Greedy"
2067,Maximum Number of Points with Cost,Medium,"Minimum Path Sum,Minimize the Difference Between Target and Chosen Elements","Array,Dynamic Programming"
2068,Maximum Genetic Difference Query,Hard,Maximum XOR With an Element From Array,"Array,Bit Manipulation,Trie"
2069,Kth Smallest Subarray Sum,Medium,"Subarray Product Less Than K,Minimum Swaps to Group All 1's Together,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,K Radius Subarray Averages,Minimum Swaps to Group All 1's Together II","Array,Binary Search,Sliding Window"
2070,Check if String Is Decomposable Into Value-Equal Substrings,Easy,"Flip Game,Detect Capital,Longest Uncommon Subsequence I,Student Attendance Record I,To Lower Case",String
2071,Longest Common Subsequence Between Sorted Arrays,Medium,Merge Two Sorted Lists,"Array,Hash Table,Counting"
2072,Maximum of Minimum Values in All Subarrays,Medium,"Next Greater Element II,Daily Temperatures,Buildings With an Ocean View,Sum of Subarray Ranges,Largest Rectangle in Histogram","Array,Stack,Monotonic Stack"
2073,Minimum Time For K Virus Variants to Spread,Hard,"Erect the Fence,Erect the Fence II,Sum of k-Mirror Numbers,Largest Triangle Area,Max Points on a Line","Array,Math,Binary Search,Geometry,Enumeration"
2074,Erect the Fence II,Hard,Erect the Fence,"Array,Math,Geometry"
2075,Brightest Position on Street,Medium,"Minimum Number of Buckets Required to Collect Rainwater from Houses,Count Positions on Street With Required Brightness","Array,Prefix Sum,Ordered Set"
2076,Sum of Digits of String After Convert,Easy,"Happy Number,Add Digits,Count Integers With Even Digit Sum","String,Simulation"
2077,Largest Number After Mutating Substring,Medium,"Minimum Number of Flips to Make the Binary String Alternating,Gas Station,Increasing Triplet Subsequence,Maximize the Topmost Element After K Moves,Maximum Number of Consecutive Values You Can Make","Array,String,Greedy"
2078,Maximum Compatibility Score Sum,Medium,"Beautiful Arrangement,Campus Bikes II,Minimum Number of Work Sessions to Finish the Tasks,Maximum Product of the Length of Two Palindromic Subsequences,Find Minimum Time to Finish All Jobs","Array,Dynamic Programming,Backtracking,Bit Manipulation,Bitmask"
2079,Delete Duplicate Folders in System,Hard,"Find Duplicate File in System,Find Duplicate Subtrees","Array,Hash Table,String,Trie,Hash Function"
2080,Check if Move is Legal,Medium,"Count Good Triplets,Detect Pattern of Length M Repeated K or More Times,Count Special Quadruplets,Minimize Result by Adding Parentheses to Expression,Minimum Cost to Set Cooking Time","Array,Matrix,Enumeration"
2081,Minimum Total Space Wasted With K Resizing Operations,Medium,"Maximum Product Subarray,House Robber,House Robber II,Paint House,Best Time to Buy and Sell Stock with Cooldown","Array,Dynamic Programming"
2082,Minimum Cost to Separate Sentence Into Rows,Medium,Sentence Screen Fitting,"Array,Dynamic Programming"
2083,Three Divisors,Easy,Find Greatest Common Divisor of Array,Math
2084,Maximum Number of Weeks for Which You Can Work,Medium,Task Scheduler,"Array,Greedy"
2085,Array With Elements Not Equal to Average of Neighbors,Medium,"Wiggle Sort,Wiggle Sort II","Array,Greedy,Sorting"
2086,Count Number of Special Subsequences,Hard,"Best Time to Buy and Sell Stock III,Best Time to Buy and Sell Stock IV,Paint House II,Burst Balloons,Frog Jump","Array,Dynamic Programming"
2087,Confirmation Rate,Medium,"Nth Highest Salary,Department Highest Salary,Product Sales Analysis III,Project Employees III,Game Play Analysis III",Database
2088,Minimum Time to Type Word Using Special Typewriter,Easy,Minimum Distance to Type a Word Using Two Fingers,"String,Greedy"
2089,Maximum Matrix Sum,Medium,"Reconstruct a 2-Row Binary Matrix,Find Valid Matrix Given Row and Column Sums,Minimum Cost Homecoming of a Robot in a Grid,Largest Submatrix With Rearrangements,Gas Station","Array,Greedy,Matrix"
2090,Number of Ways to Arrive at Destination,Medium,"All Paths From Source to Target,Path with Maximum Probability,Second Minimum Time to Reach Destination","Dynamic Programming,Graph,Topological Sort,Shortest Path"
2091,Number of Ways to Separate Numbers,Hard,"Decode Ways,Decode Ways II,Restore The Array","String,Dynamic Programming,Suffix Array"
2092,Users That Actively Request Confirmation Messages,Easy,"Combine Two Tables,Employee Bonus,Product Sales Analysis I,Product Sales Analysis II,Project Employees I",Database
2093,Check If String Is a Prefix of Array,Easy,"Shortest Word Distance,Check If Two String Arrays are Equivalent,Maximum Number of Words Found in Sentences,Counting Words With a Given Prefix,Flip Game","Array,String"
2094,Remove Stones to Minimize the Total,Medium,Minimum Operations to Halve Array Sum,"Array,Heap (Priority Queue)"
2095,Minimum Number of Swaps to Make the String Balanced,Medium,"Remove Invalid Parentheses,Minimum Add to Make Parentheses Valid,Minimum Remove to Make Valid Parentheses,Minimum Insertions to Balance a Parentheses String","Two Pointers,String,Stack,Greedy"
2096,Find the Longest Valid Obstacle Course at Each Position,Hard,Longest Increasing Subsequence,"Array,Binary Search,Binary Indexed Tree"
2097,Strong Friendship,Medium,"Page Recommendations,Page Recommendations II,Leetcodify Friends Recommendations",Database
2098,All the Pairs With the Maximum Number of Common Followers,Medium,"Nth Highest Salary,Department Highest Salary,Product Sales Analysis III,Project Employees III,Game Play Analysis III",Database
2099,Number of Strings That Appear as Substrings in Word,Easy,"Flip Game,Detect Capital,Longest Uncommon Subsequence I,Student Attendance Record I,To Lower Case",String
2100,Minimum Non-Zero Product of the Array Elements,Medium,"Pow(x, n),Power of Three,Permutation Sequence,Maximize Number of Nice Divisors,Maximum Swap","Math,Greedy,Recursion"
2101,Last Day Where You Can Still Cross,Hard,Bricks Falling When Hit,"Array,Binary Search,Depth-First Search,Breadth-First Search,Union Find,Matrix"
2102,Find the Middle Index in Array,Easy,"Find Pivot Index,Partition Array Into Three Parts With Equal Sum,Maximum Sum Score of Array","Array,Prefix Sum"
